"group","method","path","operation_id","deprecated","accounting_category","cli_exposed"
"Project","PUT","/app/rest/projects/{projectLocator}/parameters/{name}/type/rawValue","updateBuildParameterSpecification","false","Update","false"
"Project","GET","/app/rest/projects/{projectLocator}/parameters/{name}/value","getBuildParameterValue","false","ReadOnly","false"
"Project","PUT","/app/rest/projects/{projectLocator}/parameters/{name}/value","updateBuildParameterValue","false","Update","false"
"Project","GET","/app/rest/projects/{projectLocator}/parentProject","getProjectParentProject","false","ReadOnly","false"
"Project","PUT","/app/rest/projects/{projectLocator}/parentProject","setParentProject","false","Update","false"
"Project","GET","/app/rest/projects/{projectLocator}/projectFeatures","getFeatures","false","ReadOnly","false"
"Project","POST","/app/rest/projects/{projectLocator}/projectFeatures","addFeature","false","Update","false"
"Project","PUT","/app/rest/projects/{projectLocator}/projectFeatures","updateFeatures","false","Update","false"
"Project","GET","/app/rest/projects/{projectLocator}/projectFeatures/{featureLocator}","getFeature","false","ReadOnly","false"
"Project","PUT","/app/rest/projects/{projectLocator}/projectFeatures/{featureLocator}","updateFeature","false","Update","false"
"Project","DELETE","/app/rest/projects/{projectLocator}/projectFeatures/{featureLocator}","deleteFeature","false","Update","false"
"Project","POST","/app/rest/projects/{projectLocator}/secure/tokens","addSecureToken","false","Update","false"
"Project","GET","/app/rest/projects/{projectLocator}/secure/values/{token}","getSecureValue","false","ReadOnly","false"
"Project","GET","/app/rest/projects/{projectLocator}/settingsFile","getProjectSettingsFile","false","ReadOnly","false"
"Project","GET","/app/rest/projects/{projectLocator}/templates","getProjectTemplates","false","ReadOnly","false"
"Project","POST","/app/rest/projects/{projectLocator}/templates","addTemplate","false","Update","false"
"Project","GET","/app/rest/projects/{projectLocator}/{field}","getProjectField","false","ReadOnly","false"
"Project","PUT","/app/rest/projects/{projectLocator}/{field}","setProjectField","false","Update","false"
"Role","GET","/app/rest/roles","getRoles","false","ReadOnly","false"
"Role","POST","/app/rest/roles","createRole","false","Update","false"
"Role","GET","/app/rest/roles/id:{id}","getRole","false","ReadOnly","false"
"Role","DELETE","/app/rest/roles/id:{id}","deleteRole","false","Update","false"
"Role","PUT","/app/rest/roles/id:{roleId}/included/{includedId}","addIncludedRole","false","Update","false"
"Role","DELETE","/app/rest/roles/id:{roleId}/included/{includedId}","removeIncludedRole","false","Update","false"
"Role","PUT","/app/rest/roles/id:{roleId}/permissions/{permissionId}","addPermission","false","Update","false"
"Role","DELETE","/app/rest/roles/id:{roleId}/permissions/{permissionId}","removePermission","false","Update","false"
"Server","GET","/app/rest/server","getServerInfo","false","ReadOnly","true"
"Server Authentication Settings","GET","/app/rest/server/authSettings","getAuthSettings","false","ReadOnly","false"
"Server Authentication Settings","PUT","/app/rest/server/authSettings","setAuthSettings","false","Update","false"
"Server","GET","/app/rest/server/backup","getBackupStatus","false","ReadOnly","false"
"Server","POST","/app/rest/server/backup","startBackup","false","Update","false"
"Server","GET","/app/rest/server/cleanup","getCleanupSettings","false","ReadOnly","false"
"Server","PUT","/app/rest/server/cleanup","setCleanupSettings","false","Update","false"
"Server","GET","/app/rest/server/files/{areaId}","getFilesListOfServer","false","ReadOnly","false"
"Server","GET","/app/rest/server/files/{areaId}/archived{path}","getZippedFileOfServer","false","ReadOnly","false"
"Server","GET","/app/rest/server/files/{areaId}/files{path}","downloadFileOfServer","false","ReadOnly","false"
"Server","GET","/app/rest/server/files/{areaId}/metadata{path}","getFileMetadataOfServer","false","ReadOnly","false"
"Server","GET","/app/rest/server/files/{areaId}/{path}","getFilesListForSubpathOfServer","false","ReadOnly","false"
"Global Server Settings","GET","/app/rest/server/globalSettings","getGlobalSettings","false","ReadOnly","false"
"Global Server Settings","PUT","/app/rest/server/globalSettings","setGlobalSettings","false","Update","false"
"Server","GET","/app/rest/server/licensingData","getLicensingData","false","ReadOnly","false"
"Server","GET","/app/rest/server/licensingData/licenseKeys","getLicenseKeys","false","ReadOnly","false"
"Server","POST","/app/rest/server/licensingData/licenseKeys","addLicenseKeys","false","Update","false"
"Server","GET","/app/rest/server/licensingData/licenseKeys/{licenseKey}","getLicenseKey","false","ReadOnly","false"
"Server","DELETE","/app/rest/server/licensingData/licenseKeys/{licenseKey}","deleteLicenseKey","false","Update","false"
"Server","GET","/app/rest/server/metrics","getAllMetrics","false","ReadOnly","false"
"Node","GET","/app/rest/server/nodes","getAllNodes","false","ReadOnly","false"
"Node","GET","/app/rest/server/nodes/{nodeLocator}","getNode","false","ReadOnly","false"
"Node","GET","/app/rest/server/nodes/{nodeLocator}/disabledResponsibilities","getDisabledResponsibilities","false","ReadOnly","false"
"Node","GET","/app/rest/server/nodes/{nodeLocator}/effectiveResponsibilities","getEffectiveResponsibilities","false","ReadOnly","false"
"Node","GET","/app/rest/server/nodes/{nodeLocator}/enabledResponsibilities","getEnabledResponsibilities","false","ReadOnly","false"
"Node","PUT","/app/rest/server/nodes/{nodeLocator}/enabledResponsibilities/{name}","changeNodeResponsibility","false","Update","false"
"Server","GET","/app/rest/server/plugins","getAllPlugins","false","ReadOnly","false"
"Server","GET","/app/rest/server/{field}","getServerField","false","ReadOnly","false"
"TestOccurrence","GET","/app/rest/testOccurrences","getAllTestOccurrences","false","ReadOnly","true"
"TestOccurrence","GET","/app/rest/testOccurrences/{testLocator}","getTestOccurrence","false","ReadOnly","false"
"Test","GET","/app/rest/tests","getTests","false","ReadOnly","false"
"Test","GET","/app/rest/tests/{testLocator}","getTest","false","ReadOnly","false"
"Group","GET","/app/rest/userGroups","getAllGroups","false","ReadOnly","false"
"Group","POST","/app/rest/userGroups","addGroup","false","Update","false"
"Group","GET","/app/rest/userGroups/{groupLocator}","getUserGroupOfGroup","false","ReadOnly","false"
"Group","DELETE","/app/rest/userGroups/{groupLocator}","deleteGroup","false","Update","false"
"Group","GET","/app/rest/userGroups/{groupLocator}/parent-groups","getGroupParentGroups","false","ReadOnly","false"
"Group","PUT","/app/rest/userGroups/{groupLocator}/parent-groups","setGroupParentGroups","false","Update","false"
"Group","GET","/app/rest/userGroups/{groupLocator}/properties","getGroupProperties","false","ReadOnly","false"
"Group","GET","/app/rest/userGroups/{groupLocator}/properties/{name}","getGroupProperty","false","ReadOnly","false"
"Group","PUT","/app/rest/userGroups/{groupLocator}/properties/{name}","setGroupProperty","false","Update","false"
"Group","DELETE","/app/rest/userGroups/{groupLocator}/properties/{name}","removeGroupProperty","false","Update","false"
"Group","GET","/app/rest/userGroups/{groupLocator}/roles","getGroupRoles","false","ReadOnly","false"
"Group","POST","/app/rest/userGroups/{groupLocator}/roles","addRoleToGroup","false","Update","false"
"Group","PUT","/app/rest/userGroups/{groupLocator}/roles","setGroupRoles","false","Update","false"
"Group","GET","/app/rest/userGroups/{groupLocator}/roles/{roleId}/{scope}","getGroupRoleAtScope","false","ReadOnly","false"
"Group","POST","/app/rest/userGroups/{groupLocator}/roles/{roleId}/{scope}","addRoleAtScopeToGroup","false","Update","false"
"Group","DELETE","/app/rest/userGroups/{groupLocator}/roles/{roleId}/{scope}","removeRoleAtScopeFromGroup","false","Update","false"
"User","GET","/app/rest/users","getAllUsers","false","ReadOnly","false"
"User","POST","/app/rest/users","addUser","false","Update","false"
"User","GET","/app/rest/users/{userLocator}","getUser","false","ReadOnly","true"
"User","PUT","/app/rest/users/{userLocator}","replaceUser","false","Update","false"
"User","DELETE","/app/rest/users/{userLocator}","deleteUser","false","Update","false"
"User","DELETE","/app/rest/users/{userLocator}/debug/rememberMe","removeUserRememberMe","false","Update","false"
"User","GET","/app/rest/users/{userLocator}/groups","getAllUserGroups","false","ReadOnly","false"
"User","PUT","/app/rest/users/{userLocator}/groups","setUserGroups","false","Update","false"
"User","GET","/app/rest/users/{userLocator}/groups/{groupLocator}","getUserGroup","false","ReadOnly","false"
"User","DELETE","/app/rest/users/{userLocator}/groups/{groupLocator}","removeUserFromGroup","false","Update","false"
"User","POST","/app/rest/users/{userLocator}/logout","logoutUser","false","Update","false"
"User","GET","/app/rest/users/{userLocator}/permissions","getUserPermissions","false","ReadOnly","false"
"User","GET","/app/rest/users/{userLocator}/properties","getUserProperties","false","ReadOnly","false"
"User","GET","/app/rest/users/{userLocator}/properties/{name}","getUserProperty","false","ReadOnly","false"
"User","PUT","/app/rest/users/{userLocator}/properties/{name}","setUserProperty","false","Update","false"
"User","DELETE","/app/rest/users/{userLocator}/properties/{name}","removeUserProperty","false","Update","false"
"User","GET","/app/rest/users/{userLocator}/roles","getAllUserRoles","false","ReadOnly","false"
"User","POST","/app/rest/users/{userLocator}/roles","addRoleToUser","false","Update","false"
"User","PUT","/app/rest/users/{userLocator}/roles","setUserRoles","false","Update","false"
"User","GET","/app/rest/users/{userLocator}/roles/{roleId}/{scope}","getUserRolesAtScope","false","ReadOnly","false"
"User","PUT","/app/rest/users/{userLocator}/roles/{roleId}/{scope}","addRoleToUserAtScope","false","Update","false"
"User","DELETE","/app/rest/users/{userLocator}/roles/{roleId}/{scope}","removeUserRoleAtScope","false","Update","false"
"User","GET","/app/rest/users/{userLocator}/tokens","getUserTokens","false","ReadOnly","false"
"User","POST","/app/rest/users/{userLocator}/tokens","addUserToken","false","Update","false"
"User","DELETE","/app/rest/users/{userLocator}/tokens/{name}","deleteUserToken","false","Update","false"
"User","GET","/app/rest/users/{userLocator}/{field}","getUserField","false","ReadOnly","false"
"User","PUT","/app/rest/users/{userLocator}/{field}","setUserField","false","Update","false"
"User","DELETE","/app/rest/users/{userLocator}/{field}","deleteUserField","false","Update","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances","getAllVcsRootInstances","false","ReadOnly","false"
"VcsRootInstance","POST","/app/rest/vcs-root-instances/checkingForChangesQueue","requestPendingChangesCheck","false","Update","false"
"VcsRootInstance","POST","/app/rest/vcs-root-instances/commitHookNotification","triggerCommitHookNotification","false","Update","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}","getVcsRootInstance","false","ReadOnly","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/files/latest","getFilesList","false","ReadOnly","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/files/latest/archived{path}","getZippedFile","false","ReadOnly","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/files/latest/files{path}","downloadFile","false","ReadOnly","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/files/latest/metadata{path}","getFileMetadata","false","ReadOnly","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/files/latest/{path}","getFilesListForSubpath","false","ReadOnly","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/properties","getVcsRootInstanceProperties","false","ReadOnly","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/repositoryState","getVcsRootInstanceRepositoryState","false","ReadOnly","false"
"VcsRootInstance","PUT","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/repositoryState","setVcsRootInstanceRepositoryState","false","Update","false"
"VcsRootInstance","DELETE","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/repositoryState","deleteVcsRootInstanceRepositoryState","false","Update","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/repositoryState/creationDate","getVcsRootInstanceCreationDate","false","ReadOnly","false"
"VcsRootInstance","GET","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/{field}","getVcsRootInstanceField","false","ReadOnly","false"
"VcsRootInstance","PUT","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/{field}","setVcsRootInstanceField","false","Update","false"
"VcsRootInstance","DELETE","/app/rest/vcs-root-instances/{vcsRootInstanceLocator}/{field}","deleteVcsRootInstanceField","false","Update","false"
"VcsRoot","GET","/app/rest/vcs-roots","getAllVcsRoots","false","ReadOnly","false"
"VcsRoot","POST","/app/rest/vcs-roots","addVcsRoot","false","Update","false"
"VcsRoot","GET","/app/rest/vcs-roots/{vcsRootLocator}","getRootEndpoints","false","ReadOnly","false"
"VcsRoot","DELETE","/app/rest/vcs-roots/{vcsRootLocator}","deleteVcsRoot","false","Update","false"
"VcsRoot","GET","/app/rest/vcs-roots/{vcsRootLocator}/instances","getVcsRootInstances","false","ReadOnly","false"
"VcsRoot","GET","/app/rest/vcs-roots/{vcsRootLocator}/properties","getAllVcsRootProperties","false","ReadOnly","false"
"VcsRoot","PUT","/app/rest/vcs-roots/{vcsRootLocator}/properties","setVcsRootProperties","false","Update","false"
"VcsRoot","DELETE","/app/rest/vcs-roots/{vcsRootLocator}/properties","deleteAllVcsRootProperties","false","Update","false"
"VcsRoot","GET","/app/rest/vcs-roots/{vcsRootLocator}/properties/{name}","getVcsRootProperty","false","ReadOnly","false"
"VcsRoot","PUT","/app/rest/vcs-roots/{vcsRootLocator}/properties/{name}","setVcsRootProperty","false","Update","false"
"VcsRoot","DELETE","/app/rest/vcs-roots/{vcsRootLocator}/properties/{name}","deleteVcsRootProperty","false","Update","false"
"VcsRoot","GET","/app/rest/vcs-roots/{vcsRootLocator}/settingsFile","getVcsRootSettingsFile","false","ReadOnly","false"
"VcsRoot","GET","/app/rest/vcs-roots/{vcsRootLocator}/{field}","getVcsRootField","false","ReadOnly","false"
"VcsRoot","PUT","/app/rest/vcs-roots/{vcsRootLocator}/{field}","setVcsRootField","false","Update","false"
"Root","GET","/app/rest/version","getVersion","false","ReadOnly","false"
